ID,Título,Categoria,Volumes,Lançamento,page_url,image_url
12285,Oniichan dakedo Ai sae Areba Kankeinai yo ne!,Light-Novel,12,Dec 2010 - Jan 2019,https://myanimelist.net/manga/26533/Oniichan_dakedo_Ai_sae_Areba_Kankeinai_yo_ne,https://cdn.myanimelist.net/r/100x140/images/manga/1/215857.jpgSem informaçõess=f3bf24fed60759defedcf92e8a7b191e
12286,Ikoku no Doctor,Manga,1,May 2010 - May 2010,https://myanimelist.net/manga/63157/Ikoku_no_Doctor,https://cdn.myanimelist.net/r/100x140/images/manga/1/108225.jpgSem informaçõess=3e04682765d36b2b806ab352ca0c479b
12287,Koi Wakaba,One-shot,Sem informações,Aug 2010 - Aug 2010,https://myanimelist.net/manga/25948/Koi_Wakaba,https://cdn.myanimelist.net/r/100x140/images/manga/2/41711.jpgSem informaçõess=867c9eb320effaf0dcf78dda9bbb04c9
12288,Asaki Yumemishi: Genji Monogatari,Manga,13,Oct 1979 - 1993,https://myanimelist.net/manga/1568/Asaki_Yumemishi__Genji_Monogatari,https://cdn.myanimelist.net/r/100x140/images/manga/2/272084.jpgSem informaçõess=c0557ce62df4d81e359eeaf9ddfa081e
12289,Boku ni Natta Watashi,Manga,5,Nov 2004 - Feb 2006,https://myanimelist.net/manga/606/Boku_ni_Natta_Watashi,https://cdn.myanimelist.net/r/100x140/images/manga/1/20745.jpgSem informaçõess=e7dfcbc5ca56008744cd46cfd31f5b3f
12290,Marie-sama wo Wakarasetai!,Manga,2,Oct 2020 - Sep 2021,https://myanimelist.net/manga/134874/Marie-sama_wo_Wakarasetai,https://cdn.myanimelist.net/r/100x140/images/manga/3/244217.jpgSem informaçõess=befabdc2d952acb860438efb37346390
12291,Shokugeki no Souma: Fratelli Aldini,Light-Novel,1,Oct 2015 - Oct 2015,https://myanimelist.net/manga/93380/Shokugeki_no_Souma__Fratelli_Aldini,https://cdn.myanimelist.net/r/100x140/images/manga/2/165003.jpgSem informaçõess=33ecf31b0c6fe05f1043530d5e805581
12292,"Koryuu nara Sude de Taosemasu kedo, Kore tte Joushiki ja Nai n desu kaSem informações",Manga,Sem informações,Jun 2019 -,https://myanimelist.net/manga/128551/Koryuu_nara_Sude_de_Taosemasu_kedo_Kore_tte_Joushiki_ja_Nai_n_desu_ka,https://cdn.myanimelist.net/r/100x140/images/manga/2/236559.jpgSem informaçõess=67bfa2f735fe2017b3e35bb9e4170bac
12293,Boku wa Isekai de Fuyo Mahou to Shoukan Mahou wo Tenbin ni Kakeru,Light-Novel,9,Jul 2014 - May 2017,https://myanimelist.net/manga/77627/Boku_wa_Isekai_de_Fuyo_Mahou_to_Shoukan_Mahou_wo_Tenbin_ni_Kakeru,https://cdn.myanimelist.net/r/100x140/images/manga/2/134371.jpgSem informaçõess=3003b1ba47e3db98139dfef30f8aefac
12294,White Album 2,Manga,4,Jul 2013 - Oct 2015,https://myanimelist.net/manga/72323/White_Album_2,https://cdn.myanimelist.net/r/100x140/images/manga/3/125925.jpgSem informaçõess=8837ed8d13bc4ee0989141cad6d9178a
12295,Eiga Daisuki Pompo-san,Manga,2,Aug 2017 - Sep 2018,https://myanimelist.net/manga/109222/Eiga_Daisuki_Pompo-san,https://cdn.myanimelist.net/r/100x140/images/manga/1/226136.jpgSem informaçõess=aa903d787158142d29042ccfd00fa040
12296,Bara Seiyoukan,Manga,2,May 2011 - Feb 2012,https://myanimelist.net/manga/53363/Bara_Seiyoukan,https://cdn.myanimelist.net/r/100x140/images/manga/1/93581.jpgSem informaçõess=90d074f74f9a06c42c4f918e3da2bab4
12297,Yamato Nadeshiko Shichihenge♥,Manga,36,Mar 2000 - Jan 2015,https://myanimelist.net/manga/422/Yamato_Nadeshiko_Shichihenge♥,https://cdn.myanimelist.net/r/100x140/images/manga/2/173084.jpgSem informaçõess=3add8618d0211cefcc47b7a4ff384377
12298,Hi no Ataranai Koide-kun,Manga,2,Oct 2014 - Dec 2015,https://myanimelist.net/manga/94772/Hi_no_Ataranai_Koide-kun,https://cdn.myanimelist.net/r/100x140/images/manga/1/168315.jpgSem informaçõess=66e9ea5ab11f4c68955e62a2e7a77b00
12299,Tamon-kun Ima Docchi!Sem informações,Manga,Sem informações,Aug 2021 -,https://myanimelist.net/manga/140831/Tamon-kun_Ima_Docchi,https://cdn.myanimelist.net/r/100x140/images/manga/2/256420.jpgSem informaçõess=1faa1089dfeaa1be986a3bcfe339bc85
12300,Choroi desu yo Onigoroshi-san!,Manga,2,Feb 2019 - May 2020,https://myanimelist.net/manga/119293/Choroi_desu_yo_Onigoroshi-san,https://cdn.myanimelist.net/r/100x140/images/manga/1/219701.jpgSem informaçõess=2fbe6ead692ca57ed252bab3439eeb73
12301,Kinoko Ningen no Kekkon,Manga,1,Oct 2013 - Aug 2014,https://myanimelist.net/manga/64743/Kinoko_Ningen_no_Kekkon,https://cdn.myanimelist.net/r/100x140/images/manga/1/164284.jpgSem informaçõess=da520918a70562d303e5288cf62266de
12302,Mimi no Kaidan,Manga,1,2002 - 2003,https://myanimelist.net/manga/13841/Mimi_no_Kaidan,https://cdn.myanimelist.net/r/100x140/images/manga/4/25805.jpgSem informaçõess=4c18d92aacbb7c8bcc8643c45d5dceeb
12303,"Sono Otoko, Taka: God Finger Densetsu",Manga,3,2005 - 2007,https://myanimelist.net/manga/25672/Sono_Otoko_Taka__God_Finger_Densetsu,https://cdn.myanimelist.net/r/100x140/images/manga/3/48673.jpgSem informaçõess=c2c5840082ece2d8a18de3797e184d3a
12304,Hatsukoi Harinezumi,One-shot,Sem informações,Sep 2014 - Sep 2014,https://myanimelist.net/manga/82167/Hatsukoi_Harinezumi,https://cdn.myanimelist.net/r/100x140/images/manga/2/142251.jpgSem informaçõess=91d2cfbb111aaf232c4d53b3f53d33b0
12305,Kono Subarashii Sekai ni Shukufuku wo! Spin-off: Kono Subarashii Sekai ni Bakuen wo!,Light-Novel,5,Jul 2014 - Mar 2019,https://myanimelist.net/manga/89768/Kono_Subarashii_Sekai_ni_Shukufuku_wo_Spin-off__Kono_Subarashii_Sekai_ni_Bakuen_wo,https://cdn.myanimelist.net/r/100x140/images/manga/2/156944.jpgSem informaçõess=92fa3e9817c553832ceb5ed87f39f38e
12306,Kisei Kanojo Sana,Light-Novel,5,Jul 2011 - Jun 2013,https://myanimelist.net/manga/51607/Kisei_Kanojo_Sana,https://cdn.myanimelist.net/r/100x140/images/manga/1/163862.jpgSem informaçõess=d67c2d19a92dca0aa4a4ac789e078d62
12307,Sakuranbo Syndrome - Cupid no Itazura II,Manga,11,Jul 2006 - Jan 2009,https://myanimelist.net/manga/18992/Sakuranbo_Syndrome_-_Cupid_no_Itazura_II,https://cdn.myanimelist.net/r/100x140/images/manga/1/51571.jpgSem informaçõess=609afa1be526d1ee67aa4be638a94e9b
12308,Aquadom,Manga,4,1997 - 1998,https://myanimelist.net/manga/2427/Aquadom,https://cdn.myanimelist.net/r/100x140/images/manga/2/275348.jpgSem informaçõess=a1304c5152710ecb5e30875a36617985
12309,Kao no Nai Otoko,One-shot,Sem informações,2006 - 2006,https://myanimelist.net/manga/10326/Kao_no_Nai_Otoko,https://cdn.myanimelist.net/r/100x140/images/manga/2/13853.jpgSem informaçõess=159bac877e645a0b7b8e8f7379c6557e
12310,Oniichan no Koto ga Sukisugite Nyan Nyan Shitai Brocon Imouto dakedo Sunao ni Narenai no,Manga,2,Nov 2012 - Dec 2013,https://myanimelist.net/manga/48749/Oniichan_no_Koto_ga_Sukisugite_Nyan_Nyan_Shitai_Brocon_Imouto_dakedo_Sunao_ni_Narenai_no,https://cdn.myanimelist.net/r/100x140/images/manga/2/117765.jpgSem informaçõess=c47bca804a91d7cb01fa5ec0ea4b70af
12311,16 Engage,Manga,2,Dec 1996 - Jun 1997,https://myanimelist.net/manga/5976/16_Engage,https://cdn.myanimelist.net/r/100x140/images/manga/3/110657.jpgSem informaçõess=d249a41d77589e11a5adf051d02fa2a8
12312,A.I.C.O.: Incarnation,Manga,3,Nov 2017 - Apr 2019,https://myanimelist.net/manga/109205/AICO__Incarnation,https://cdn.myanimelist.net/r/100x140/images/manga/3/207632.jpgSem informaçõess=c1fbef84cc2d42dbc80c8a496c0727e3
12313,Kaijuu ni Natta Gay,Manga,1,Dec 2017 - Apr 2021,https://myanimelist.net/manga/153590/Kaijuu_ni_Natta_Gay,https://cdn.myanimelist.net/r/100x140/images/manga/3/272232.jpgSem informaçõess=e2628c6a675130c6e76475703fbde6ff
12314,Sword Art Online,Light-Novel,Sem informações,Apr 2009 -,https://myanimelist.net/manga/21479/Sword_Art_Online,https://cdn.myanimelist.net/r/100x140/images/manga/2/280994.jpgSem informaçõess=088f3d4729cc6790b472d0fb22ceb5fd
12315,Kimi no Suizou wo Tabetai,Novel,1,Jun 2015 - Jun 2015,https://myanimelist.net/manga/117077/Kimi_no_Suizou_wo_Tabetai,https://cdn.myanimelist.net/r/100x140/images/manga/2/248632.jpgSem informaçõess=f6ce0ea3b63e807428cc08dd262e96ac
12316,Bokura no Chronostasis,Manga,2,Mar 2018 - Nov 2018,https://myanimelist.net/manga/113418/Bokura_no_Chronostasis,https://cdn.myanimelist.net/r/100x140/images/manga/3/211202.jpgSem informaçõess=d23e6068bd513a694281778990a743ab
12317,Warau Kyuuketsuki,Manga,2,1998 - 1998,https://myanimelist.net/manga/964/Warau_Kyuuketsuki,https://cdn.myanimelist.net/r/100x140/images/manga/3/259503.jpgSem informaçõess=3220277185400f78f5ef1c53134dcaba
12318,Zenbu Kimi no Sei,Manga,Sem informações,Nov 2019 -,https://myanimelist.net/manga/130052/Zenbu_Kimi_no_Sei,https://cdn.myanimelist.net/r/100x140/images/manga/3/256635.jpgSem informaçõess=5c57a38aee75fbf6dc956fd287b0d12f
12319,Amairo*IsleNauts,Manga,1,Jul 2013 - Jan 2014,https://myanimelist.net/manga/56181/AmairoIsleNauts,https://cdn.myanimelist.net/r/100x140/images/manga/1/121891.jpgSem informaçõess=c0a08be1ede511668b413307f6a6741e
12320,Suki mo Yoi,Manga,1,Apr 2012 - Apr 2012,https://myanimelist.net/manga/46920/Suki_mo_Yoi,https://cdn.myanimelist.net/r/100x140/images/manga/1/83200.jpgSem informaçõess=6b214b02b9f90eaf064e20bb66977143
12321,Parasol Doumei,One-shot,Sem informações,Apr 2020 - Apr 2020,https://myanimelist.net/manga/130039/Parasol_Doumei,https://cdn.myanimelist.net/r/100x140/images/manga/3/239956.jpgSem informaçõess=66c3d29d66e6996e803ea3d4043627c9
12322,Doromamire no Tora: Miyazaki Hayao Mousou Note,Manga,1,Oct 1998 - Mar 1999,https://myanimelist.net/manga/14741/Doromamire_no_Tora__Miyazaki_Hayao_Mousou_Note,https://cdn.myanimelist.net/r/100x140/images/manga/1/115903.jpgSem informaçõess=174a2f7829e905b084342c721fd7d676
12323,"Ingrid, the White Deer",Manhwa,Sem informações,Jan 2020 - Mar 2021,https://myanimelist.net/manga/149262/Ingrid_the_White_Deer,https://cdn.myanimelist.net/r/100x140/images/manga/1/264815.jpgSem informaçõess=8f694a614f1acffe4cdf64746ec2bc44
12324,Get Schooled,Manhwa,Sem informações,Oct 2020 -,https://myanimelist.net/manga/146875/Get_Schooled,https://cdn.myanimelist.net/r/100x140/images/manga/3/260759.jpgSem informaçõess=6f3ee9bed4191c2c235eb170fee91479
12325,The Grand Mudang Saga,Manhwa,Sem informações,Oct 2020 -,https://myanimelist.net/manga/148454/The_Grand_Mudang_Saga,https://cdn.myanimelist.net/r/100x140/images/manga/3/263430.jpgSem informaçõess=ba628e5d400799225f7fdbaa7490bd04
12326,Onyanoko Darlin',Manga,1,Apr 2014 - May 2014,https://myanimelist.net/manga/79507/Onyanoko_Darlin,https://cdn.myanimelist.net/r/100x140/images/manga/3/137783.jpgSem informaçõess=f213325424ad395708e08b1c52073c9d
12327,Taberu dake de Level Up!: Damegami to Issho ni Isekai Musou,Light-Novel,1,Mar 2017 - Mar 2017,https://myanimelist.net/manga/105085/Taberu_dake_de_Level_Up__Damegami_to_Issho_ni_Isekai_Musou,https://cdn.myanimelist.net/r/100x140/images/manga/2/192553.jpgSem informaçõess=a4bafd1979581b1ac1f51cf77c7265ad
12328,Nido Tensei shita Shounen wa S-Rank Boukensha Toshite Heion ni Sugosu: Zense ga Kenja de Eiyuu Datta Boku wa Raise dewa Jimi ni Ikiru,Manga,Sem informações,Apr 2019 -,https://myanimelist.net/manga/120612/Nido_Tensei_shita_Shounen_wa_S-Rank_Boukensha_Toshite_Heion_ni_Sugosu__Zense_ga_Kenja_de_Eiyuu_Datta_Boku_wa_Raise_dewa_Jimi_ni_Ikiru,https://cdn.myanimelist.net/r/100x140/images/manga/2/227911.jpgSem informaçõess=e9f6cef80bee8a39d7cb9651ec019e02
12329,Franken Fran,Manga,8,Jul 2006 - Jan 2012,https://myanimelist.net/manga/5806/Franken_Fran,https://cdn.myanimelist.net/r/100x140/images/manga/1/150351.jpgSem informaçõess=7ea540e191653f0cb2252759d12d39c3
12330,Gakuen Utopia Manabi Straight!,Manga,4,Oct 2005 - Dec 2007,https://myanimelist.net/manga/4168/Gakuen_Utopia_Manabi_Straight,https://cdn.myanimelist.net/r/100x140/images/manga/3/163941.jpgSem informaçõess=3686878a3831e87711bdef0efc7acb22
12331,Aimai na Wolf,Manga,1,Sep 2020 - Jul 2021,https://myanimelist.net/manga/131460/Aimai_na_Wolf,https://cdn.myanimelist.net/r/100x140/images/manga/2/253471.jpgSem informaçõess=182b9d14bf7a313325ae3ce3dc325136
12332,Kanata kara,Manga,14,Sep 1991 - Jan 2003,https://myanimelist.net/manga/923/Kanata_kara,https://cdn.myanimelist.net/r/100x140/images/manga/1/185863.jpgSem informaçõess=878f4e6381c66aa9fa285e9092d0dcf1
12333,Kuzumoto-san Chi no Yonkyoudai,Manga,3,2008 - 2009,https://myanimelist.net/manga/14758/Kuzumoto-san_Chi_no_Yonkyoudai,https://cdn.myanimelist.net/r/100x140/images/manga/2/21273.jpgSem informaçõess=def722f229edb71579d785d5b9208e57
12334,Fushigi Neko no Kyuu-chan,Manga,Sem informações,Jan 2018 -,https://myanimelist.net/manga/112694/Fushigi_Neko_no_Kyuu-chan,https://cdn.myanimelist.net/r/100x140/images/manga/3/220129.jpgSem informaçõess=69e761e4fe6d8f49a554aa9f0f71f8a5
12335,Tokage no Ou,Manga,3,Apr 2012 - Jun 2013,https://myanimelist.net/manga/37543/Tokage_no_Ou,https://cdn.myanimelist.net/r/100x140/images/manga/3/95335.jpgSem informaçõess=74793f472fa8bd2554bdbdbdb179c1ad
12336,Bloomed in Action,Manga,1,Sep 2011 - Sep 2011,https://myanimelist.net/manga/34005/Bloomed_in_Action,https://cdn.myanimelist.net/r/100x140/images/manga/1/61947.jpgSem informaçõess=3e323b7713f1f046f45e0426c9ba845a
12337,Satsudou,Manga,Sem informações,Jan 2023 -,https://myanimelist.net/manga/155315/Satsudou,https://cdn.myanimelist.net/r/100x140/images/manga/1/281107.jpgSem informaçõess=7b3ad3a05e226c9b92d1f635886445fa
12338,Ouji-sama no Yume Utsutsu,One-shot,Sem informações,Oct 2006 - Oct 2006,https://myanimelist.net/manga/15177/Ouji-sama_no_Yume_Utsutsu,https://cdn.myanimelist.net/r/100x140/images/manga/1/83332.jpgSem informaçõess=cf106c7b50ed02d42969e07b91179bd7
12339,Kimetsu no Yaiba: Kaze no Michishirube,Light-Novel,1,Jul 2020 - Jul 2020,https://myanimelist.net/manga/133053/Kimetsu_no_Yaiba__Kaze_no_Michishirube,https://cdn.myanimelist.net/r/100x140/images/manga/3/248771.jpgSem informaçõess=1f612c1494a034244cf1727e90e32323
12340,Sakamoto Gakari,Manga,1,-,https://myanimelist.net/manga/6095/Sakamoto_Gakari,https://cdn.myanimelist.net/r/100x140/images/manga/3/7813.jpgSem informaçõess=793a6b6f1c87961e492f3b02023aaef9
12341,Speed Grapher,Manga,3,Sep 2005 - Sep 2006,https://myanimelist.net/manga/5434/Speed_Grapher,https://cdn.myanimelist.net/r/100x140/images/manga/1/6877.jpgSem informaçõess=d67214963e96e2dd39090436d144da5a
12342,Dokumushi: The Ruins Hotel,Manga,Sem informações,Mar 2018 -,https://myanimelist.net/manga/125075/Dokumushi__The_Ruins_Hotel,https://cdn.myanimelist.net/r/100x140/images/manga/2/236189.jpgSem informaçõess=acaca14c38e439a529b2604721f01dba
12343,Lodoss-tou Senki: Eiyuu Kishi Den,Manga,6,1998 - 2000,https://myanimelist.net/manga/1619/Lodoss-tou_Senki__Eiyuu_Kishi_Den,https://cdn.myanimelist.net/r/100x140/images/manga/1/135803.jpgSem informaçõess=082681ba74f44d36553134ff28ebf8b9
12344,Boku dake Shitteru Ichimiya-san,Manga,3,Nov 2016 - Apr 2018,https://myanimelist.net/manga/102688/Boku_dake_Shitteru_Ichimiya-san,https://cdn.myanimelist.net/r/100x140/images/manga/2/198692.jpgSem informaçõess=b9ef4eecc6f935bc75b1c179139ef1d1
12345,Fushigi Yuugi: Byakko Ibun,One-shot,Sem informações,Feb 2015 - Feb 2015,https://myanimelist.net/manga/85929/Fushigi_Yuugi__Byakko_Ibun,https://cdn.myanimelist.net/r/100x140/images/manga/3/269311.jpgSem informaçõess=618d6d51caec9cdb3228d3507a3f043d
12346,Don Dracula,Manga,3,May 1979 - Dec 1979,https://myanimelist.net/manga/12138/Don_Dracula,https://cdn.myanimelist.net/r/100x140/images/manga/2/259203.jpgSem informaçõess=4e9e03cab2b6ccd025f39d100c14d804
12347,Fantasma,Manga,3,Jul 2013 - Jun 2014,https://myanimelist.net/manga/55323/Fantasma,https://cdn.myanimelist.net/r/100x140/images/manga/3/158522.jpgSem informaçõess=b1363907cfd6a9f3eb3b2f977f74acb2
12348,Vahlia no Hanamuko,Manga,1,Nov 2007 - Nov 2011,https://myanimelist.net/manga/25148/Vahlia_no_Hanamuko,https://cdn.myanimelist.net/r/100x140/images/manga/2/193026.jpgSem informaçõess=8d83b9205c87b21dd015ee982d0f6755
12349,Mushikaburi-hime,Manga,Sem informações,Aug 2018 -,https://myanimelist.net/manga/120083/Mushikaburi-hime,https://cdn.myanimelist.net/r/100x140/images/manga/1/221544.jpgSem informaçõess=10a7e560d5da44aec04c34fa8e197de8
12350,Momoiro Punch,Manga,1,-,https://myanimelist.net/manga/13846/Momoiro_Punch,https://cdn.myanimelist.net/r/100x140/images/manga/1/19637.jpgSem informaçõess=5b409407d0d8f05cecca5682cf2d4914
12351,Togabito to Melody,Manga,1,Jun 2001 - May 2010,https://myanimelist.net/manga/17512/Togabito_to_Melody,https://cdn.myanimelist.net/r/100x140/images/manga/3/271382.jpgSem informaçõess=ecff22f863332fac4af7f8fb386b46b6
12352,xxxHOLiC: AnotherHOLiC,Light-Novel,1,Aug 2006 - Aug 2006,https://myanimelist.net/manga/10183/xxxHOLiC__AnotherHOLiC,https://cdn.myanimelist.net/r/100x140/images/manga/1/268984.jpgSem informaçõess=ec588408bc8098b76afa20b3d03d330a
12353,Hitomi-sensei no Hokenshitsu,Manga,Sem informações,Sep 2013 -,https://myanimelist.net/manga/59799/Hitomi-sensei_no_Hokenshitsu,https://cdn.myanimelist.net/r/100x140/images/manga/1/118953.jpgSem informaçõess=a5685f8ab8cb517ac653a41691ed5dbc
12354,Kaichou wa Maid-sama!,Manga,18,Dec 2005 - Sep 2013,https://myanimelist.net/manga/2921/Kaichou_wa_Maid-sama,https://cdn.myanimelist.net/r/100x140/images/manga/3/267328.jpgSem informaçõess=621eeb0e91d66c51e9b937b739364b68
12355,Love Celeb,Manga,7,May 2004 - 2006,https://myanimelist.net/manga/1291/Love_Celeb,https://cdn.myanimelist.net/r/100x140/images/manga/3/59521.jpgSem informaçõess=2169fbcda9f1388d7acbc139a06179cd
12356,Eat-Man,Manga,19,Jan 1996 - Jul 2003,https://myanimelist.net/manga/1800/Eat-Man,https://cdn.myanimelist.net/r/100x140/images/manga/2/173371.jpgSem informaçõess=fc475fa7eeac7a27a1274b70338d1838
12357,Steins;Gate: Youen no Valhalla,Light-Novel,1,Aug 2010 - Aug 2010,https://myanimelist.net/manga/47417/Steins_Gate__Youen_no_Valhalla,https://cdn.myanimelist.net/r/100x140/images/manga/2/83621.jpgSem informaçõess=462e4a35d9ed22a719f9fabe707f27ce
12358,/Blush-DC: Hi♥mitsu,Manga,Sem informações,Mar 2010 -,https://myanimelist.net/manga/21035/_Blush-DC__Hi♥mitsu,https://cdn.myanimelist.net/r/100x140/images/manga/1/188907.jpgSem informaçõess=fba6fd713806d19c282cdb052aedd800
12359,Okiraku Ryoushu no Tanoshii Ryouchi Bouei,Manga,Sem informações,Aug 2021 -,https://myanimelist.net/manga/140520/Okiraku_Ryoushu_no_Tanoshii_Ryouchi_Bouei,https://cdn.myanimelist.net/r/100x140/images/manga/2/256443.jpgSem informaçõess=65469ae37f4356a04170178a43624c51
12360,Save Me,Manhwa,Sem informações,Jan 2019 - Apr 2019,https://myanimelist.net/manga/137309/Save_Me,https://cdn.myanimelist.net/r/100x140/images/manga/2/260739.jpgSem informaçõess=0a75abcdbaf9fc7893c59128e270dee7
12361,One Thousand and One Nights,Manhwa,11,2004 - 2007,https://myanimelist.net/manga/5310/One_Thousand_and_One_Nights,https://cdn.myanimelist.net/r/100x140/images/manga/3/6683.jpgSem informaçõess=e7a9cd1bbe22cc2174453e808f9d6803
12362,Kimi wa Toumei,Manga,1,Aug 2012 - Jun 2012,https://myanimelist.net/manga/43655/Kimi_wa_Toumei,https://cdn.myanimelist.net/r/100x140/images/manga/2/76943.jpgSem informaçõess=4f50c3c5a68066f59c3720dcc4c71a78
12363,Kani ni Sasowarete,Manga,1,Feb 2012 - Feb 2014,https://myanimelist.net/manga/85993/Kani_ni_Sasowarete,https://cdn.myanimelist.net/r/100x140/images/manga/3/226804.jpgSem informaçõess=79482b6b65f8f2c6538207c2715ff840
12364,Replay,Manhwa,3,2002 - 2003,https://myanimelist.net/manga/5297/Replay,https://cdn.myanimelist.net/r/100x140/images/manga/1/263928.jpgSem informaçõess=8cb4bbae1a3ad1ec33b2727cb1da56fe
12365,Bougyoryoku Zero no Yome,Manga,Sem informações,Apr 2019 -,https://myanimelist.net/manga/116800/Bougyoryoku_Zero_no_Yome,https://cdn.myanimelist.net/r/100x140/images/manga/3/225336.jpgSem informaçõess=b83713192f23925a21d7a02d716531eb
12366,"Mata, Onaji Yume wo Miteita",Novel,1,Feb 2016 - Feb 2016,https://myanimelist.net/manga/134997/Mata_Onaji_Yume_wo_Miteita,https://cdn.myanimelist.net/r/100x140/images/manga/3/248749.jpgSem informaçõess=759a5a19b886a6ca3cb5543ebeb191b4
12367,Sore wo Koigokoro to Yobu no nara,Manga,1,May 2014 - Nov 2014,https://myanimelist.net/manga/88235/Sore_wo_Koigokoro_to_Yobu_no_nara,https://cdn.myanimelist.net/r/100x140/images/manga/2/165485.jpgSem informaçõess=b23955d403fcb81dacba18f8667c757d
12368,Okaeri Kudasai Succubus-san,One-shot,Sem informações,Aug 2021 - Aug 2021,https://myanimelist.net/manga/141248/Okaeri_Kudasai_Succubus-san,https://cdn.myanimelist.net/r/100x140/images/manga/2/251454.jpgSem informaçõess=ee9508d3b73878c8e1f7f1cb852708d2
12369,Mugen Utamaro,Manga,1,Apr 2010 - Apr 2010,https://myanimelist.net/manga/39529/Mugen_Utamaro,https://cdn.myanimelist.net/r/100x140/images/manga/1/70359.jpgSem informaçõess=d95b05eb4b1f4e1bc8e16b15564c465c
12370,Bartender,Manga,21,Dec 2004 - Dec 2011,https://myanimelist.net/manga/3713/Bartender,https://cdn.myanimelist.net/r/100x140/images/manga/2/279741.jpgSem informaçõess=4a9b5e1b39925580927bedc5b8b1d7cf
12371,"Sennen no Tsubasa, Hyakunen no Yume: les Gardiens du Louvre",Manga,1,Sep 2014 - Nov 2014,https://myanimelist.net/manga/83791/Sennen_no_Tsubasa_Hyakunen_no_Yume__les_Gardiens_du_Louvre,https://cdn.myanimelist.net/r/100x140/images/manga/2/151708.jpgSem informaçõess=e733e4e6f4f0cdd190da7ec32c579dd7
